OBJECTID,CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODMU,MUNICIPIOS,CODPROV,PROVINCIAS,CODAUTO,COMUNIDADES,CODPOSTAL,NCAMAS,CODFI,FINALIDAD_ASISITENCIAL,CODPAT,DEPENDENCIA_PATRIMONIAL,CODFU,DEPENDENCIA_FUNCIONAL,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,TAC,RM,GAM,HEM,ASD,LIT,BCO,ALI,SPECT,PET,MAMOS,DO,DIAL,X,Y,CalidadGeocodificacion
221,081919,PARC SANITARI SANT JOAN DE DEU-SERVEIS SANITARIS CENTRE PENITENCIARI BRIANS-2,"CT MARTORELL A CAPELLADES, ,23",936935000,936935000,936935013,082080,Sant Esteve Sesrovires,08,BARCELONA,09,CATALUÑA,08635,152,1,GENERAL,6,COMUNIDAD AUTÓNOMA,3,INSTITUTO CATALÁN DE LA SALUD,N,N,N,,N,N,N,,N,justicia@gencat.net,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87441500000006,41.4829211410001,Postal
222,081920,CENTRE INTEGRAL DE SERVEIS EN SALUT MENTAL COMUNITÀRIA,"CR VERNTALLAT, 11-19",932184908,932184908,934151375,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08024,25,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,cis@arapdis.org,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15577737600006,41.4062084070001,PointAddress
223,081931,CENTRE SOCIOSANITARI SANT JORDI DE LA VALL D'HEBRON,"PS VALL D'HEBRON, 135-141",934280000,934280017,934284017,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08035,57,13,GERIATRÍA Y/O LARGA ESTANCIA,13,OTRO PRIVADO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,msanchez@blauclinic.cat,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14476586700005,41.4305539000001,PointAddress
224,081942,"LEPANT RESIDENCIAL QGG, SL","CR LEPANT, 401-403",934507438,934507438,,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08025,10,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,andresmanero@hotmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16745930300004,41.4113749000001,PointAddress
225,081953,MAPFRE QUAVITAE BARCELONA,"CR SANT ANTONI MARIA CLARET, 200",934579400,,,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08025,38,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,recepcion.claret@sarquavitae.es,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17288571500006,41.4100999070001,PointAddress
226,081964,UNITAT POLIVALENT SALUT MENTAL BARCELONA-NORD,"AV JORDÀ, 8",934275250,934275250,934271078,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08035,52,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,N,jroman.merced@hospitalarias.es,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14074683600006,41.42525291,PointAddress
227,081997,"CQM CLÍNIC MARESME, SL","CR LEPANT, 13-21",937556219,937556219,937904496,081213,Mataró,08,BARCELONA,09,CATALUÑA,08301,10,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,info@cqm-mataro.com,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44422911500004,41.5358764050001,PointAddress
228,082001,SERVEIS SANITARIS LA ROCA DEL VALLES 2,"CT MASNOU A GRANOLLERS, ,13",932140100,932140100,932140179,081810,"Roca del Vallès, La",08,BARCELONA,09,CATALUÑA,08430,34,1,GENERAL,6,COMUNIDAD AUTÓNOMA,3,INSTITUTO CATALÁN DE LA SALUD,N,N,N,,N,N,N,,N,mpujolr@gencat.cat,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33607477700002,41.5985150000001,Manual
229,082012,CLÍNICA DEL VALLÈS,"PS RUBIÓ I ORS, 25-27",937283100,937283100,937283146,081878,Sabadell,08,BARCELONA,09,CATALUÑA,08203,107,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,Xhup,jmallofre@clinicavalles.com,1,1,0,0,0,0,0,0,0,0,2,1,0,2.11824141900007,41.532266178,StreetAddressExt
230,082023,CENTRE GERONTOLÒGIC AMMA SANT CUGAT,"CR VICTOR HUGO, 10",935836100,935836100,935895725,082055,Sant Cugat del Vallès,08,BARCELONA,09,CATALUÑA,08174,4,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,direccion@santcugat.amma.es,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08544127600004,41.4840486310001,StreetName
231,082034,SERVEIS SANITARIS SANT JOAN DE VILATORRADA,"CT DE MANRESA A SOLSONA. CAMÍ DE LES TORRES, C-55",932140100,932140100,932140179,082188,Sant Joan de Vilatorrada,08,BARCELONA,09,CATALUÑA,08250,56,1,GENERAL,6,COMUNIDAD AUTÓNOMA,3,INSTITUTO CATALÁN DE LA SALUD,N,N,N,,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80985323700003,41.74519538,Manual
232,082045,CENTRE SOCIOSANITARI STAUROS,"PL KARL MARX, 1",931171074,931171074,935157429,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08042,49,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,stauros@centrestauros.org,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16193712800003,41.4406977470001,PointAddress
233,082066,HOSPITAL DE SANT JOAN DESPÍ MOISÈS BROGGI,"AV JACINT VERDAGUER, 90",935531200,935531200,,082172,Sant Joan Despí,08,BARCELONA,09,CATALUÑA,08970,328,1,GENERAL,9,ENTIDADES PÚBLICAS,18,OTROS PÚBLICOS,N,N,N,,N,N,N,,Xhup,carmen.gimeno@sanitatintegral.org,1,1,0,0,0,0,0,0,0,0,0,0,27,2.05232515200004,41.3661809750001,StreetName
234,082099,AMMA HORTA,"AV CAN  MARCET, 11",934280092,934280092,934278466,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08035,5,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,recepcion@horta.amma.es,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14862283100007,41.434944667,StreetAddressExt
235,082112,UNITAT POLIVALENT BENITO MENNI EN SALUT MENTAL DE L'HOSPITALET-EL PRAT DE LLOBREGAT,"CR SANT RAFAEL, 11",936402400,936402400,,081017,"Hospitalet de Llobregat, L'",08,BARCELONA,09,CATALUÑA,08905,35,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,N,,N,jorrit.hbmenni@hospitalarias.es,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10531679100006,41.3693682430001,PointAddress
236,082134,ITA MARESME,"CR AVENIR, 14",933621258,933621258,933621259,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08006,56,14,OTROS MONOGRÁFICOS,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,snavarro@itacat.com,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14886336400002,41.3970621130001,PointAddress
237,082145,CENTRE SOCIOSANITARI DEL CENTRE INTEGRAL DE SALUT COTXERES,"AV BORBÓ, 18-30",932438991,932438991,932438992,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08016,209,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,23,PRIVADO NO BENÉFICO,N,N,N,,n,N,S,,N,jserrat@consorci.org,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17632730500003,41.426419637,Manual
238,082156,CLÍNICA SANT ANTONI,"CR SANT ELOI, 6-8",932974010,932974010,,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08038,224,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,n,N,S,,N,provfig@ediho.es,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14325702400004,41.356076805,PointAddress
239,082167,CLÍNICA DIAGONAL,"CR SANT MATEU, 24",932053213,932053213,932806280,080771,Esplugues de Llobregat,08,BARCELONA,09,CATALUÑA,08950,98,1,GENERAL,13,OTRO PRIVADO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,n,N,N,,N,info@clinicadiagonal.com,1,1,0,0,0,0,0,0,0,0,1,1,0,2.09653111800003,41.3788186190001,StreetAddressExt
240,082178,HOSPITAL SOCIOSANITARI DE MOLLET,"CR SANT LLORENÇ, 39-41",935760300,935760300,935760320,081249,Mollet del Vallès,08,BARCELONA,09,CATALUÑA,08100,109,13,GERIATRÍA Y/O LARGA ESTANCIA,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,N,,N,direcciogeneral@hospitalmollet.cat,1,0,0,0,0,0,0,0,0,0,0,0,0,2.21139796300002,41.541136072,PointAddress
241,082189,CENTRE SOCIOSANITARI ISABEL ROIG,"CR FERNANDO PESSOA, 47-51",931780667,931780667,,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08030,251,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,cssisabelroig@blauclinic.cat,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19258286300004,41.4432523880001,Manual
242,082190,IVÁN MAÑERO CLÍNIC,"CR VICTOR HUGO, 24",902401540,902401540,,082055,Sant Cugat del Vallès,08,BARCELONA,09,CATALUÑA,08174,17,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,imclinic@imclinic.com,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08544127600004,41.4840486310001,StreetName
243,082202,INSTITUT TRASTORN LÍMIT,"CR PEDRO I PONS, 1",666301013,666301013,,082055,Sant Cugat del Vallès,08,BARCELONA,09,CATALUÑA,08195,14,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,cervantes.ana@hotmail.com,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03665952700004,41.4687280090001,StreetAddress
244,082213,CENTRE D'HOSPITALITZACIÓ I HOSPITAL DE DIA TRASTORNS DE LA CONDUCTA,"CR CIRÉS, S/N",937533006,937533006,937533288,080095,Argentona,08,BARCELONA,09,CATALUÑA,08310,40,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,gfaus@itacat.com,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39339669400005,41.562415,Postal
245,082224,SARQUAVITAE BONANOVA,"CR CALATRAVA, 83",932534940,932534940,,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08017,28,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,ldomingo@sarquavitae.es,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12718543400007,41.402554407,PointAddress
246,082236,CENTRE LA CREUETA,"PL DE LES VAQUES, S/N",937451164,937451164,,081878,Sabadell,08,BARCELONA,09,CATALUÑA,08202,46,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,dcabre@mutuam.com,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12943347600003,41.5543250000001,Postal
247,082246,UNITAT TERAPÈUTICA-EDUCATIVA ACOMPANYA'M,"CR JESÚS I MARIA, 18-20",932532100,932532100,,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08022,30,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,S,N,S,,N,mcastillo@jdhospitalbarcelona.com,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13081199900006,41.411089045,PointAddress
248,090026,HOSPITAL FUENTE BERMEJA,"FRANCISCO SALINAS, S/N",947256236,947281800,947208341,090597,Burgos,09,BURGOS,07,CASTILLA Y LEÓN,09003,0,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,35,SANIDAD CASTILLA Y LEÓN-SACYL,N,N,S,090133,N,N,S,,S,gerente.cabu@saludcastillayleon.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.71134270299996,42.3470106170001,Manual
249,090047,HOSPITAL RECOLETAS DE BURGOS,"CRUZ ROJA, S/N",947244055,,947240424,090597,Burgos,09,BURGOS,07,CASTILLA Y LEÓN,09006,92,1,GENERAL,11,PRIVADO-BENÉFICO (CRUZ ROJA),23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,admision.hrb@gruporecoletas.com,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.68387167599997,42.344340048,StreetName
250,090050,HOSPITAL SAN JUAN DE DIOS DE BURGOS,"Pº DE LA ISLA, 3",947257730,,947273009,090597,Burgos,09,BURGOS,07,CASTILLA Y LEÓN,09003,160,13,GERIATRÍA Y/O LARGA ESTANCIA,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,burgos.hospital@hsjd.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.71283893499998,42.340327813,StreetAddressExt
251,090079,HOSPITAL SANTOS REYES,"AV. RUPERTA BARAYA, 6",947522000,,947522012,090183,Aranda de Duero,09,BURGOS,07,CASTILLA Y LEÓN,09400,123,1,GENERAL,13,OTRO PRIVADO BENÉFICO,35,SANIDAD CASTILLA Y LEÓN-SACYL,N,N,N,,N,N,N,,N,gerente.hsry@saludcastillayleon.es,1,0,0,0,0,0,0,0,0,0,1,0,0,-3.69085628899995,41.6692634450001,PointAddress
252,090085,HOSPITAL RESIDENCIA ASISTIDA DE LA LUZ,"DURATÓN, 2",947500150,,947507583,090183,Aranda de Duero,09,BURGOS,07,CASTILLA Y LEÓN,09400,75,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,gerencia@hralaluz.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.69489954699998,41.6620314890001,PointAddress
253,090098,HOSPITAL SANTIAGO APÓSTOL,"CTRA. DE ORÓN, S/N",947349000,,947349014,092194,Miranda de Ebro,09,BURGOS,07,CASTILLA Y LEÓN,09200,114,1,GENERAL,1,SEGURIDAD SOCIAL,35,SANIDAD CASTILLA Y LEÓN-SACYL,N,N,N,,N,N,N,,N,gerente.hsap@saludcastillayleon.es,1,0,0,0,0,0,0,0,0,0,2,0,12,-2.98947537899994,42.66958973,Manual
254,090133,COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS,"AV. ISLAS BALEARES, 3",947281800,,947281829,090597,Burgos,09,BURGOS,07,CASTILLA Y LEÓN,09006,865,1,GENERAL,9,ENTIDADES PÚBLICAS,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,S,N,,N,N,S,,N,gerente.cabu@saludcastillayleon.es,3,2,2,1,1,0,0,2,0,0,2,1,36,-3.68757909499993,42.3593344760001,StreetAddress
255,090155,HOSPITAL UNIVERSITARIO DE BURGOS,"ISLAS BALEARES, 3",947281800,,947281829,090597,Burgos,09,BURGOS,07,CASTILLA Y LEÓN,09006,0,1,GENERAL,15,OTRA DEPENDENCIA PATRIMONIAL,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,N,S,090133,N,N,S,,N,gerente.cabu@saludcastillayleon.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.68757909499993,42.3593344760001,StreetAddress
256,100015,HOSPITAL SAN PEDRO DE ALCÁNTARA,"AV. PABLO NARANJO, S/N",927256200,,927256202,100377,Cáceres,10,CÁCERES,11,EXTREMADURA,10003,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,S,100089,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.36826960799993,39.4655757100001,Manual
257,100020,HOSPITAL PROVINCIAL NUESTRA SEÑORA DE LA MONTAÑA,"AV. DE ESPAÑA, S/N",927256800,,927256816,100377,Cáceres,10,CÁCERES,11,EXTREMADURA,10001,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,S,100089,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.37901017799993,39.4685852870001,StreetName
258,100041,HOSPITAL CIUDAD DE CORIA,"CERVANTES, 75",927149200,927149205,927501898,100670,Coria,10,CÁCERES,11,EXTREMADURA,10800,103,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,N,N,N,,N,N,N,,N,,1,0,0,0,0,0,0,0,0,0,1,0,0,-6.54212168499993,39.991088001,Manual
259,100054,HOSPITAL CAMPO ARAÑUELO,"TOMÁS YUSTE MIRÓN, S/N",927548900,,927544808,101318,Navalmoral de la Mata,10,CÁCERES,11,EXTREMADURA,10300,102,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,N,,N,N,N,,N,,1,0,0,0,0,0,0,0,0,0,1,0,0,-5.56096707299997,39.8880520290001,Manual
260,100067,HOSPITAL VIRGEN DEL PUERTO,"PARAJE VALCORCHERO, S/N",927428300,,927428324,101480,Plasencia,10,CÁCERES,11,EXTREMADURA,10600,250,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,N,,N,N,N,,N,gerent.hvpt@salud-juntaex.es,3,1,0,0,0,0,0,1,0,0,1,0,4,-6.08619013399993,40.04942701,Manual
261,100073,HOSPITAL SOCIOSANITARIO DE PLASENCIA,"CTRA. DE CÁCERES, S/N",927428800,,927421836,101480,Plasencia,10,CÁCERES,11,EXTREMADURA,10600,330,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,N,,N,N,N,,N,montserrat.martinl@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.08184980199997,40.0239950000001,Manual
262,100089,COMPLEJO HOSPITALARIO DE CÁCERES,"AV.PABLO NARANJO, S/N",927256200,,927256202,100377,Cáceres,10,CÁCERES,11,EXTREMADURA,10003,520,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,S,N,,N,N,S,,N,,3,1,1,2,0,0,0,0,1,0,3,0,33,-6.36934482599997,39.466614608,StreetName
263,100092,HOSPITAL QUIRÓN SALUD DE CÁCERES,"AV. DE LA UNIVERSIDAD, 5",927181360,,927181362,100377,Cáceres,10,CÁCERES,11,EXTREMADURA,10004,35,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,arnaldo.pons@quironsalud.es,1,1,0,0,0,0,0,0,0,0,1,0,0,-6.36359501599998,39.4819542710001,PointAddress
264,100106,CLÍNICA SOQUIMEX,"AVDA. LA SALLE, 22",927418484,,927424059,101480,Plasencia,10,CÁCERES,11,EXTREMADURA,10600,20,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,soquimex@soquimex.com,1,1,0,0,0,0,0,0,0,0,1,0,0,-6.08499297599997,40.0324218370001,PointAddress
265,100113,"CLINICA QUIRÚRGICA CACEREÑA, S.A-(CLÍNICA SAN FRANCISCO)","RONDA DE SAN FRANCISCO, 1",927012200,,927012239,100377,Cáceres,10,CÁCERES,11,EXTREMADURA,10002,32,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,clinica@cqcsanfrancisco.es,1,2,0,1,0,1,0,0,0,0,1,0,0,-6.36881486999994,39.4688316840001,PointAddress
266,110012,HOSPITAL UNIVERSITARIO PUERTA DEL MAR,"AV. ANA DE VIYA, 21",956002040,,956002220,110125,Cádiz,11,CÁDIZ,01,ANDALUCÍA,11009,738,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,S,N,,N,N,S,,N,gerencia.hpm.sspa@juntadeandalucia.es,5,2,4,2,1,1,0,2,0,1,2,1,30,-6.27786388499993,36.509116303,Manual
267,110048,CLÍNICA LA SALUD,"FEDUCHY, 8-14",956225301,,956225193,110125,Cádiz,11,CÁDIZ,01,ANDALUCÍA,11001,58,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,administracion@clinicalasalud.es,1,0,0,1,0,0,0,0,0,0,1,1,0,-6.29584571899994,36.5320240410001,PointAddress
268,110051,HOSPITAL SAN RAFAEL,"DIEGO ARIAS, 2",956017267,,956017390,110125,Cádiz,11,CÁDIZ,01,ANDALUCÍA,11002,280,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,cadiz.secretaria@jmpascual.com,1,1,0,0,0,0,0,0,0,0,1,0,0,-6.30252129399997,36.5327979360001,PointAddress
269,110086,HOSPITAL  PUNTA DE EUROPA,"CTRA. DE GETARES, S/N",956025000,,956025057,110048,Algeciras,11,CÁDIZ,01,ANDALUCÍA,11207,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,110259,N,S,N,31/12/2018,N,franciscoj.martos.sspa@juntadeandalucia.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.44018066999996,36.106219949,StreetName
270,110103,CLÍNICA  LOS ÁLAMOS,"AV. DE TAMARIX, 4",956182244,,956308811,110201,Jerez de la Frontera,11,CÁDIZ,01,ANDALUCÍA,11407,15,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,rrhh@clinicalosalamos.com,1,1,0,0,1,0,0,0,0,0,1,1,0,-6.13073367899995,36.7039492070001,PointAddress
271,110110,HOSPITAL UNIVERSITARIO DE JEREZ DE LA FRONTERA,"RONDA DE CIRCUNVALACIÓN, S/N",956032075,,956032239,110201,Jerez de la Frontera,11,CÁDIZ,01,ANDALUCÍA,11408,498,1,GENERAL,1,SEGURIDAD SOCIAL,2,SERVICIO ANDALUZ DE SALUD,S,N,N,,N,N,N,,N,manuel.herrera.sspa@juntadeandalucia.es,2,1,0,1,0,0,0,1,0,0,1,2,25,-6.14980105599994,36.6913972930001,Manual
272,110125,HOSPITAL SAN JUAN GRANDE,"GLORIETA FÉLIX RODRIGUEZ DE LA FUENTE, S/N",956357300,,956184802,110201,Jerez de la Frontera,11,CÁDIZ,01,ANDALUCÍA,11408,143,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,N,,S,jerez@sjd.es,2,1,0,0,0,0,0,0,0,0,1,1,0,-6.14877845299998,36.6914675190001,StreetName
273,110146,HOSPITAL  DE LA LÍNEA DE LA CONCEPCIÓN,"AV. MENÉNDEZ Y PELAYO, 103",956026500,,956026556,110223,"Línea de la Concepción, La",11,CÁDIZ,01,ANDALUCÍA,11300,180,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,N,S,N,,N,franciscoj.martos.sspa@juntadeandalucia.es,1,0,0,0,0,0,0,0,0,0,1,0,0,-5.34063642299998,36.1704512530001,Manual
274,110162,HOSPITAL GENERAL SANTA MARÍA DEL PUERTO,"VALDÉS, S/N",956017000,,956017084,110276,"Puerto de Santa María, El",11,CÁDIZ,01,ANDALUCÍA,11500,238,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,stamaria.secretaria@jmpascual.com,1,1,0,0,0,0,0,0,0,0,1,0,0,-6.23409792199993,36.5965943040001,StreetName
275,110184,HOSPITAL UNIVERSITARIO DE PUERTO REAL,"CARRETERA NACIONAL IV, KM. 665",956005147,,956005658,110282,Puerto Real,11,CÁDIZ,01,ANDALUCÍA,11510,319,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,N,,N,N,N,,N,,2,1,0,1,0,0,0,0,0,0,1,1,45,-6.15145949499993,36.520384542,Manual
276,110218,HOSPITAL VIRGEN DE LAS MONTAÑAS,AV. AMBULATORIO S/N,956041000,,956041075,110414,Villamartín,11,CÁDIZ,01,ANDALUCÍA,11650,108,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,cesar@jmpascual.com,1,1,0,0,0,0,0,0,0,0,1,0,0,-5.64815244599993,36.860715,StreetName
277,110223,HOSPITAL VIRGEN DEL CAMINO,"CRTRA SANLÚCAR-CHIPIONA, S/N",956048068,,956048058,110321,Sanlúcar de Barrameda,11,CÁDIZ,01,ANDALUCÍA,11540,118,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,sanlucar.secretaria@jmpascual.com,1,1,0,0,0,0,0,0,0,0,1,0,0,-6.37057770699994,36.7575211240001,StreetName
278,110239,HOSPITAL JEREZ PUERTA DEL SUR,"AV. PUERTA DEL SUR, S/N",956357100,,956357170,110201,Jerez de la Frontera,11,CÁDIZ,01,ANDALUCÍA,11408,98,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,rrhhcj@asisa.es,1,1,0,1,0,0,0,0,0,0,1,1,0,-6.13626167599995,36.6687180000001,StreetName
279,110248,HOSPITAL VIAMED BAHÍA DE CÁDIZ,"AYALA, 2",956533333,,956409057,110159,Chiclana de la Frontera,11,CÁDIZ,01,ANDALUCÍA,11130,46,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,gerencia@hospitalcmc.es,0,2,0,0,0,1,0,0,0,0,1,0,0,-6.15052497099992,36.420425865,StreetAddress
280,110259,HOSPITAL PUNTA DE EUROPA,"CARRETERA DE GETARES, S/N",956025000,,956025057,110048,Algeciras,11,CÁDIZ,01,ANDALUCÍA,11207,327,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,N,,N,N,N,,N,,3,0,1,1,0,0,0,2,1,0,2,0,7,-5.44424465599997,36.1111021040001,Manual
